0.01,0.01,0.285545,21.5175,119.401,0.308094
0.01,0.02,1.32853,16.5131,111.715,0.473472
0.01,0.05,0.0744844,28.4371,112.499,0.465527
0.01,0.1,1.48965,27.9247,118.806,0.50772
0.01,0.2,1.01328,13.4545,101.249,0.398692
0.01,0.5,0.0379185,9.15143,97.0642,0.269835
0.01,1,0.54676,7.61169,100.879,0.388563
0.01,2,0.866575,3.97663,103.102,0.288531
0.01,5,1.04095,7.43573,17.9466,0.293212
0.01,10,4.18448,8.89583,20.4041,0.270655
0.02,0.01,0.602944,25.9653,96.2314,0.364704
0.02,0.02,0.0544839,24.1543,101.667,0.351256
0.02,0.05,0.0120185,23.08,124.736,0.402038
0.02,0.1,1.54887,35.2033,120.298,0.364278
0.02,0.2,0.0576802,10.4787,110.489,0.263418
0.02,0.5,0.0698929,6.17302,103.638,0.293817
0.02,1,0.74118,9.37389,106.334,0.291742
0.02,2,0.501363,3.48279,103.685,0.371627
0.02,5,0.525959,10.7446,36.9141,0.283762
0.02,10,2.21868,7.54386,21.9999,0.277829
0.05,0.01,0.640979,21.9327,84.7907,0.595124
0.05,0.02,0.417116,22.6821,103.538,0.47963
0.05,0.05,0.386588,22.917,122.734,0.382429
0.05,0.1,0.49439,21.9966,147.5,0.294201
0.05,0.2,0.204761,16.1987,101.568,0.283418
0.05,0.5,0.0561371,4.3571,107.654,0.272931
0.05,1,0.0829176,9.17221,104.007,0.324497
0.05,2,0.246429,9.54144,99.6012,0.284369
0.05,5,0.0858293,7.66433,46.0116,0.324195
0.05,10,2.67323,7.33252,19.9165,0.283653
0.1,0.01,1.36185,28.6231,100.023,0.178687
0.1,0.02,0.200381,22.9725,101.661,0.452319
0.1,0.05,0.865437,43.2222,127.925,0.44299
0.1,0.1,0.244162,29.2943,115.065,0.366729
0.1,0.2,0.0625391,16.9689,112.32,0.439174
0.1,0.5,0.0251668,9.84612,107.941,0.416221
0.1,1,0.0546123,10.6085,103.66,0.339029
0.1,2,0.555144,4.63061,97.5468,0.398497
0.1,5,0.42686,6.89015,22.8858,0.279607
0.1,10,0.787474,5.81289,20.7784,0.29536
0.2,0.01,0.386861,17.2282,100.98,0.193079
0.2,0.02,0.354541,14.3009,88.0559,0.489686
0.2,0.05,0.202858,24.4157,108.462,0.330845
0.2,0.1,0.150063,24.3646,116.134,0.339178
0.2,0.2,0.115648,21.5716,107.849,0.286447
0.2,0.5,0.0498361,6.72703,106.107,0.29224
0.2,1,0.0328116,6.63108,101.741,0.280016
0.2,2,0.748818,7.89091,98.995,0.25709
0.2,5,3.73888,10.2582,30.3539,0.277997
0.2,10,2.20322,6.71078,20.7816,0.27698
0.5,0.01,1.81688,29.5708,110.507,0.271647
0.5,0.02,0.560471,19.7422,105.161,0.46518
0.5,0.05,1.01114,20.0775,135.195,0.257258
0.5,0.1,0.0517765,23.1266,118.828,0.344605
0.5,0.2,0.180554,17.5382,95.503,0.322064
0.5,0.5,0.0310253,10.2449,42.551,0.273576
0.5,1,0.104027,10.8956,49.3962,0.305062
0.5,2,0.0566354,9.00708,53.6121,0.274824
0.5,5,0.0633097,7.61988,25.4893,0.284829
0.5,10,0.411932,4.90993,19.7139,0.290238
1,0.01,0.794427,19.1832,95.1652,0.268292
1,0.02,0.264504,18.2505,115.57,0.377038
1,0.05,0.0822277,25.2678,118.364,0.309648
1,0.1,0.414557,23.1994,105.496,0.342774
1,0.2,0.209609,13.0612,108.673,0.25584
1,0.5,0.248095,7.78141,53.0769,0.2895
1,1,0.0646265,5.17666,35.8513,0.287171
1,2,2.43866,9.29127,24.7866,0.293665
1,5,1.3019,8.56023,22.1026,0.285237
1,10,0.587567,8.09022,19.7677,0.288595
2,0.01,1.15618,14.8679,97.2166,0.457451
2,0.02,0.0437029,8.60709,92.5722,0.452909
2,0.05,0.106658,23.9785,122.076,0.361839
2,0.1,0.411247,12.0503,111.263,0.407438
2,0.2,0.289716,7.73941,108.433,0.347938
2,0.5,0.297701,6.78617,87.465,0.310056
2,1,0.109434,7.26681,58.9,0.282681
2,2,0.0282488,5.71773,30.7144,0.293513
2,5,1.31023,10.191,30.6929,0.293183
2,10,1.24627,8.49778,22.5698,0.297152
5,0.01,0.523369,33.5661,119.815,0.293203
5,0.02,0.483806,10.9524,92.9112,0.357061
5,0.05,0.204415,12.2137,96.9605,0.423857
5,0.1,0.483241,36.8034,125.101,0.357361
5,0.2,0.40502,26.2828,116.944,0.274947
5,0.5,0.0394315,15.2345,99.3905,0.306472
5,1,0.143247,9.64369,78.5226,0.306279
5,2,0.284211,11.3421,47.8715,0.275551
5,5,0.317934,10.512,31.1058,0.296886
5,10,0.086264,9.58612,27.0476,0.277221
10,0.01,0.0528421,24.9081,77.1685,0.442154
10,0.02,0.0225882,12.5473,80.0189,0.500382
10,0.05,0.0492136,16.3402,78.6999,0.438121
10,0.1,0.0529186,12.488,60.2364,0.535307
10,0.2,0.157965,23.9669,80.2598,0.35373
10,0.5,1.23592,9.2726,78.6965,0.339581
10,1,0.590952,8.83083,69.2869,0.289038
10,2,1.9229,17.1381,47.4049,0.282064
10,5,0.395834,8.27334,26.8399,0.279831
10,10,0.904347,7.3368,20.0685,0.28717