0.01,0.01,2.01772,30.7898,108.063,0.312051
0.01,0.02,1.31136,20.7511,122.844,0.397997
0.01,0.05,0.814688,23.7867,133.815,0.335467
0.01,0.1,2.14788,24.7152,132.16,0.377794
0.01,0.2,1.89164,12.5728,107.914,0.466255
0.01,0.5,2.49912,11.489,102.842,0.285579
0.01,1,1.96682,10.104,95.8148,0.304093
0.01,2,1.96268,5.37522,93.5126,0.360869
0.01,5,3.49766,7.80374,23.9514,0.279163
0.01,10,3.10123,8.00316,22.69,0.292966
0.02,0.01,1.23689,20.1471,128.814,0.289304
0.02,0.02,1.05826,22.0503,139.055,0.279808
0.02,0.05,2.27347,27.5011,127.376,0.332559
0.02,0.1,1.41861,30.1861,140.358,0.272486
0.02,0.2,1.77133,16.6164,117.276,0.39684
0.02,0.5,2.48444,15.0669,103.289,0.385308
0.02,1,2.30067,10.2148,101.033,0.307283
0.02,2,2.59515,4.7034,102.251,0.352712
0.02,5,3.38431,7.76627,19.3929,0.276225
0.02,10,2.74109,7.92477,21.604,0.2848
0.05,0.01,0.458306,19.2239,131.708,0.30631
0.05,0.02,0.168091,31.6077,131.266,0.295383
0.05,0.05,1.47187,20.8474,139.425,0.302304
0.05,0.1,2.455,30.3863,131.816,0.331268
0.05,0.2,1.5851,17.2877,108.122,0.354433
0.05,0.5,2.20312,5.93852,105.845,0.324925
0.05,1,2.60878,11.545,99.302,0.31648
0.05,2,2.3584,5.16423,100.916,0.332434
0.05,5,3.39224,9.12205,25.1177,0.280451
0.05,10,2.83909,7.08261,21.407,0.289093
0.1,0.01,0.252796,27.7631,105.567,0.366298
0.1,0.02,1.68583,29.8181,105.182,0.529822
0.1,0.05,1.98154,30.9795,128.227,0.33971
0.1,0.1,1.68361,30.0019,132.06,0.324343
0.1,0.2,2.05076,16.5006,109.146,0.333423
0.1,0.5,1.70232,11.1018,95.4534,0.319463
0.1,1,2.56819,12.4855,104.646,0.311594
0.1,2,1.95841,5.18771,99.1669,0.330672
0.1,5,3.21508,9.02519,21.0944,0.279608
0.1,10,3.37021,7.11376,19.7191,0.274437
0.2,0.01,1.67961,31.465,105.353,0.379069
0.2,0.02,1.6665,17.6876,103.748,0.298678
0.2,0.05,1.81534,22.9549,105.303,0.303584
0.2,0.1,1.25443,26.9773,125.348,0.392954
0.2,0.2,1.87586,23.1479,108.054,0.262411
0.2,0.5,2.03903,14.593,94.7608,0.464046
0.2,1,2.38189,7.33948,90.1266,0.352158
0.2,2,2.14437,9.18501,88.015,0.325417
0.2,5,2.95101,7.01084,28.2891,0.282822
0.2,10,3.28332,7.68662,20.4857,0.28655
0.5,0.01,0.283894,32.4379,107.015,0.2888
0.5,0.02,1.39439,16.4323,95.3721,0.403667
0.5,0.05,1.22948,23.1187,99.6186,0.254354
0.5,0.1,1.90821,24.3645,113.939,0.268601
0.5,0.2,2.22753,16.6417,97.7958,0.287277
0.5,0.5,1.68883,8.0564,29.2342,0.281981
0.5,1,2.12062,10.0553,33.1819,0.281926
0.5,2,2.60825,8.51831,57.0555,0.287845
0.5,5,2.95511,6.70756,25.6677,0.294402
0.5,10,3.05284,7.65976,24.0176,0.282257
1,0.01,1.92604,9.27264,105.328,0.402632
1,0.02,1.71513,24.7801,125.107,0.33759
1,0.05,1.32096,19.185,128.097,0.309992
1,0.1,2.01411,10.2116,112.004,0.398058
1,0.2,1.31367,19.1888,93.7794,0.364739
1,0.5,1.6789,8.29979,51.1519,0.337691
1,1,1.63853,7.73429,40.694,0.292779
1,2,2.34325,8.09397,23.1766,0.295424
1,5,3.31704,8.7455,23.9209,0.286128
1,10,2.9315,8.28198,19.8975,0.293128
2,0.01,1.50551,8.77443,105.881,0.478836
2,0.02,1.59413,9.87248,99.1663,0.396457
2,0.05,1.36121,27.7806,148.496,0.294426
2,0.1,2.11927,22.0364,108.864,0.391856
2,0.2,1.90055,19.2164,104.064,0.393031
2,0.5,1.73283,9.28742,90.1994,0.314177
2,1,1.45282,5.94935,50.0113,0.29891
2,2,2.27,13.8265,46.7147,0.286678
2,5,2.36741,8.69373,26.1049,0.287743
2,10,2.13948,8.57316,25.0185,0.287822
5,0.01,2.16431,19.6345,121.877,0.346342
5,0.02,1.99974,14.2186,90.169,0.315246
5,0.05,1.84142,16.7227,100.756,0.342023
5,0.1,2.12119,27.5221,134.686,0.347402
5,0.2,2.02131,17.2463,105.106,0.312226
5,0.5,2.09645,9.40381,97.4384,0.291094
5,1,2.3402,8.90676,81.7252,0.354754
5,2,2.09687,13.9815,42.4192,0.283436
5,5,1.99204,10.103,34.6539,0.290859
5,10,2.23489,8.57648,22.9704,0.276882
10,0.01,2.11232,16.7611,101.19,0.354554
10,0.02,2.07429,16.1623,94.6327,0.3444
10,0.05,1.20547,16.2256,81.94,0.390539
10,0.1,2.34547,16.636,96.2607,0.330771
10,0.2,0.948675,19.8164,85.1681,0.378884
10,0.5,2.27776,12.1165,64.0576,0.355597
10,1,1.78897,8.79108,52.3094,0.295356
10,2,2.22304,15.7428,46.4501,0.268249
10,5,1.82701,8.47624,32.7202,0.280762
10,10,1.36545,8.11203,21.8404,0.278324